"Cylinders","Fuel_Type","City_MPG","Highway_MPG","CO2_Emissions"
"4","Gasoline",40.5,49.6,114
"3","Gasoline",28.6,36.3,155
"6","Hybrid",18.5,26.7,200
"6","Diesel",28.8,36.7,147
"6","Diesel",20.6,26.8,526
"6","Gasoline",28.7,33.6,197
"4","Hybrid",25.4,30.4,284
"4","Gasoline",36,44.1,273
"4","Gasoline",27.7,35.1,152
"6","Hybrid",39.7,46.8,151
"6","Gasoline",32.9,40.5,140
"4","Gasoline",47.2,55.6,84
"4","Gasoline",18.2,26.4,545
"8","Diesel",39.1,42.8,275
"4","Diesel",38.5,44,277
"6","Gasoline",48.3,53.1,224
"4","Diesel",28,34.8,162
"4","Diesel",25.7,29.1,388
"6","Hybrid",21,29.3,402
"6","Gasoline",24.3,28,453
"6","Diesel",32.6,37.5,162
"4","Diesel",44.3,52.8,152
"4","Gasoline",25,28.4,237
"6","Gasoline",20.5,28.1,247
"4","Gasoline",24.5,34,323
"4","Gasoline",18.5,25.8,234
"6","Gasoline",47.4,55.4,152
"4","Gasoline",45.5,54,189
"4","Gasoline",25.8,30.4,174
"6","Gasoline",23.6,30.7,221
"8","Gasoline",46.7,51.9,248
"4","Diesel",15.1,19.8,614
"4","Hybrid",36,40.3,254
"6","Gasoline",47.1,54.2,222
"6","Gasoline",32.8,41.4,104
"6","Gasoline",15.1,24.2,194
"4","Gasoline",22.7,28.7,198
"4","Gasoline",47.3,52.9,161
"6","Diesel",15.6,23.4,448
"6","Gasoline",28.8,37.3,144
"6","Diesel",42.6,47.4,97
"4","Diesel",44.3,49.4,235
"4","Gasoline",31.7,38.4,223
"4","Gasoline",23.1,29.2,476
"8","Gasoline",36,43.9,144
"6","Gasoline",24.2,30.7,343
"4","Gasoline",23.9,27.7,418
"3","Hybrid",43.3,47.5,251
"4","Hybrid",20.4,29.7,257
"3","Hybrid",15.2,19.8,311
"6","Gasoline",26.8,30.2,201
"6","Gasoline",32.2,40.3,264
"4","Gasoline",39.7,47.5,191
"4","Gasoline",42.3,49.5,196
"6","Gasoline",38.2,44.7,95
"4","Diesel",36.9,46.7,172
"4","Gasoline",38.3,42.1,161
"8","Hybrid",24.5,31.1,407
"6","Hybrid",28.4,35.3,331
"6","Gasoline",36.6,39.8,197
"4","Hybrid",17.3,23.2,458
"4","Gasoline",25.3,33.8,141
"3","Gasoline",29.2,35.5,288
"4","Diesel",33.7,42.8,120
"6","Gasoline",32,39.5,280
"4","Hybrid",40.1,48.5,198
"6","Diesel",31.6,40.2,178
"4","Hybrid",46.6,54.4,139
"4","Hybrid",28.3,36.5,140
"8","Gasoline",33.4,41.3,176
"4","Gasoline",15.1,22,658
"4","Gasoline",25.9,32.9,272
"4","Gasoline",45.3,49.6,166
"4","Gasoline",26.7,35.5,298
"4","Hybrid",23.9,29.1,301
"4","Gasoline",34,40.8,183
"6","Hybrid",17.8,22.5,247
"6","Diesel",33.6,41.5,247
"4","Gasoline",25.6,35.4,338
"3","Gasoline",28.4,37,362
"6","Gasoline",42.7,50,81
"3","Gasoline",38.2,45.2,104
"6","Gasoline",30.6,37,344
"6","Gasoline",35.2,39.6,248
"4","Diesel",41.8,47.2,273
"6","Gasoline",41.1,46.9,171
"8","Diesel",21.5,31.1,281
"6","Hybrid",25.5,31.5,237
"4","Gasoline",27.2,34.3,163
"4","Gasoline",21.6,31.1,268
"8","Diesel",15.4,22,207
"4","Hybrid",21.1,25.9,349
"6","Gasoline",43.3,49,242
"3","Gasoline",34.1,39.7,178
"3","Gasoline",27,35,148
"6","Gasoline",36.3,41.4,316
"6","Gasoline",40.9,49,109
"6","Gasoline",27.4,36.6,262
"8","Diesel",31.3,36.7,319
"4","Gasoline",17.2,21.1,311
"4","Gasoline",35.9,43.4,280
"8","Gasoline",27.5,33,285
"4","Hybrid",30.2,36.9,198
"6","Gasoline",29.8,37.2,338
"4","Hybrid",37.1,43,230
"3","Gasoline",35,44.5,230
"4","Gasoline",29.8,35.6,250
"4","Gasoline",15.6,20.8,338
"6","Diesel",36.7,45.9,155
"6","Gasoline",45.8,49.8,95
"6","Diesel",41.9,45.8,134
"4","Diesel",49.4,58.9,114
"4","Diesel",19.9,24.4,192
"4","Gasoline",22.8,26.8,190
"4","Hybrid",33.9,40.6,164
"3","Gasoline",23.3,26.6,388
"4","Gasoline",16.2,23.5,270
"4","Gasoline",29.1,35.3,258
"4","Diesel",25.1,32.6,284
"3","Gasoline",24.2,29.2,414
"4","Gasoline",48.4,57.7,171
"4","Gasoline",23.3,28.2,457
"3","Gasoline",19.5,27,398
"8","Gasoline",19.4,29,164
"3","Gasoline",43.2,49,154
"6","Gasoline",40,44.1,235
"3","Gasoline",19.5,23,372
"6","Hybrid",22.7,32.4,269
"3","Gasoline",41.2,49.5,212
"6","Gasoline",24.6,34,213
"4","Gasoline",49.4,57.3,219
"6","Diesel",33.9,39.3,201
"4","Gasoline",21.7,25.6,392
"3","Gasoline",45.1,54.6,248
"6","Gasoline",26.2,32.6,361
"3","Hybrid",25.1,30.9,300
"8","Gasoline",26.5,33.5,376
"3","Gasoline",41.9,45.6,198
"4","Gasoline",21.1,26.3,321
"6","Gasoline",28.4,35.9,354
"4","Gasoline",16.1,19.8,222
"4","Diesel",43.9,47.8,160
"6","Gasoline",26.9,33.5,224
"6","Diesel",23.7,31.1,365
"8","Gasoline",35.3,39.6,103
"4","Gasoline",39.7,42.9,231
"4","Gasoline",43.5,53.2,140
"4","Gasoline",27.2,30.4,160
"4","Diesel",43.4,46.4,275
"6","Gasoline",31.3,36.6,165
"4","Diesel",18.5,23.1,327
"4","Hybrid",44.6,51.6,116
"4","Gasoline",34.2,43.5,246
"6","Hybrid",36.1,42.5,270
"8","Gasoline",47.8,56.2,217
"6","Gasoline",34.6,44,165
"4","Diesel",15.2,19.5,481
"6","Gasoline",45.5,51.9,196
"6","Gasoline",25,32.5,322
"3","Diesel",32.6,37.9,284
"3","Hybrid",22.2,30.4,399
"3","Gasoline",25.4,33.3,157
"4","Hybrid",39,44.9,124
"6","Gasoline",30,33.6,320
"4","Hybrid",36.9,40,206
"4","Gasoline",43.8,49.4,161
"8","Diesel",26.9,30.5,270
"6","Gasoline",34.9,43.4,179
"6","Hybrid",42.2,47.5,199
"4","Diesel",40,47.7,150
"4","Gasoline",33.9,39.3,255
"3","Gasoline",28.4,37,169
"4","Hybrid",29.3,38.5,306
"4","Diesel",30.2,39.1,306
"4","Gasoline",27.2,33.6,290
"3","Gasoline",39.5,43.1,169
"4","Hybrid",19.4,25,175
"4","Gasoline",48.9,54.9,93
"6","Gasoline",42.3,52,94
"6","Hybrid",25.4,32.4,133
"4","Gasoline",16.5,24,497
"4","Gasoline",39.9,48.4,274
"4","Gasoline",40.7,47.7,87
"3","Hybrid",48.7,55.9,91
"4","Gasoline",23.9,28.6,430
"6","Diesel",17.9,21.3,499
"8","Hybrid",47,55,143
"6","Gasoline",24.1,33,436
"8","Hybrid",40.3,46.2,203
"6","Gasoline",17.1,23.9,469
"3","Diesel",41.6,46.8,214
"8","Gasoline",19.4,25.6,253
"3","Diesel",39.3,43.8,193
"6","Gasoline",33.6,41.9,149
"4","Gasoline",48.4,54.8,159
"4","Hybrid",16.3,23.1,204
"6","Gasoline",25.2,28.5,264
"4","Hybrid",17.4,24.8,332
"4","Gasoline",45.8,50.2,131
"4","Gasoline",35.8,41.5,115
"4","Hybrid",33.7,39.6,286
"8","Gasoline",19.6,25.7,328
"6","Hybrid",32.1,36.7,316
"4","Gasoline",29,38,330
"4","Gasoline",26.1,32.1,193
"6","Diesel",42,49.3,163
"4","Gasoline",17.1,24.4,485
"4","Gasoline",37.6,44.8,197
"4","Diesel",43.8,50.7,238
"6","Gasoline",46.8,55.6,171
"4","Gasoline",41.1,49.8,204
"4","Hybrid",24.9,30.8,382
"4","Hybrid",36,43.5,121
"4","Gasoline",19.9,23.6,407
"4","Gasoline",19.1,22.7,215
"4","Diesel",37.4,43.8,149
"4","Gasoline",44.8,54.1,113
"4","Gasoline",17.4,24.9,412
"4","Hybrid",18.7,26.4,494
"6","Gasoline",34.8,38.9,133
"6","Gasoline",22.6,28.8,408
"4","Hybrid",36.4,42.2,127
"4","Diesel",22.5,31,202
"3","Hybrid",19.1,23.1,558
"6","Gasoline",34.1,40.9,102
"6","Gasoline",45.2,54.6,110
"4","Hybrid",39,48.2,129
"6","Gasoline",43.7,52.7,129
"6","Diesel",24.3,29.9,256
"8","Gasoline",46,55.6,92
"3","Diesel",28.2,36.8,242
"4","Gasoline",44.8,53.8,147
"3","Gasoline",31.5,41,254
"6","Gasoline",24.4,34,388
"6","Diesel",24.1,28.8,240
"4","Gasoline",34.9,38.8,232
"3","Diesel",17.8,25.6,323
"4","Gasoline",47.6,54.5,80
"4","Gasoline",24.5,29.8,403
"4","Diesel",26.7,34.5,304
"4","Gasoline",23.2,26.6,151
"3","Gasoline",15.1,18.4,354
"6","Gasoline",39.2,44.7,154
"4","Diesel",35.7,40.1,286
"4","Hybrid",43.3,51.3,220
"4","Gasoline",16.4,26,340
"6","Gasoline",47.5,55.1,100
"4","Gasoline",26.6,34.2,234
"8","Diesel",47,50,223
"4","Gasoline",18.7,25.3,350
"8","Diesel",41,49.7,105
"6","Gasoline",35.3,42.9,105
"4","Hybrid",27.5,32.1,224
"8","Gasoline",17.8,26.7,227
"4","Hybrid",36.2,46,250
"4","Gasoline",15.9,20.9,336
"3","Gasoline",32.5,36.9,329
"4","Diesel",36.1,41.5,236
"6","Diesel",40.6,44,170
"6","Gasoline",49.7,58.8,168
"4","Hybrid",24.1,33.6,220
"4","Gasoline",26.3,33.7,166
"4","Gasoline",26.9,35.3,392
"6","Gasoline",40.6,48.3,195
"4","Gasoline",47.6,53.2,76
"8","Diesel",49.1,56.5,122
"4","Gasoline",48.1,57,98
"4","Gasoline",45.8,54.5,120
"6","Gasoline",49.7,53.3,82
"4","Gasoline",28.2,34.4,188
"3","Hybrid",48.2,54,190
"4","Hybrid",41.6,49.9,239
"3","Gasoline",20.9,27.4,281
"8","Gasoline",16.6,22,431
"4","Hybrid",22.5,30.4,156
"4","Gasoline",42.3,48.6,100
"4","Gasoline",37.1,41.9,217
"3","Gasoline",22.9,32.1,404
"6","Gasoline",41,44.8,105
"8","Hybrid",19.9,23,346
"6","Gasoline",43.8,47.8,267
"4","Hybrid",42.8,46.9,228
"4","Gasoline",49,55.8,105
"3","Gasoline",20.3,27.7,260
"6","Hybrid",46.7,52.8,242
"4","Hybrid",26.9,31.3,195
"4","Diesel",29.6,33.5,241
"8","Gasoline",31.4,37.8,198
"4","Diesel",36.9,43.9,199
"3","Gasoline",49.8,54.9,111
"3","Gasoline",36,40.5,251
"4","Diesel",47.4,51,118
"3","Diesel",23.9,27.1,354
"4","Diesel",28.9,32.6,224
"4","Diesel",32.7,40.9,162
"4","Gasoline",26.3,31.7,339
"6","Gasoline",49.2,52.4,240
"4","Diesel",40.4,47,260
"6","Gasoline",31.8,38.6,128
"4","Gasoline",41.3,47.3,174
"4","Gasoline",31.4,35.2,295
"8","Gasoline",15.6,23.9,439
"3","Hybrid",34,41.8,267
"4","Gasoline",36.9,42.7,309
"6","Gasoline",49.3,55,129
"4","Diesel",16.4,20.5,569
"4","Gasoline",32.9,41.2,123
"4","Hybrid",18.4,25.6,516
"6","Gasoline",20.2,23.8,480
"6","Hybrid",36.4,42,212
"3","Gasoline",23.1,32.4,394
"3","Gasoline",41.2,47.4,216
"4","Gasoline",33,38.3,241
"4","Gasoline",22.6,30.1,456
"4","Hybrid",32.3,36.7,142
"4","Gasoline",15,21.7,678
"4","Diesel",45.2,52.9,104
"4","Gasoline",15.4,24.4,400
"8","Hybrid",15.2,23,302
"4","Diesel",36.4,42.1,156
"4","Gasoline",49.1,57.5,174
"4","Gasoline",45,54.3,82
"8","Diesel",23.8,30.1,445
"6","Gasoline",21.9,24.9,265
"6","Gasoline",36.9,46.1,148
"4","Diesel",43.8,48,246
"6","Hybrid",27.7,31.6,352
"4","Hybrid",30.1,35.3,294
"4","Gasoline",19,24.7,230
"4","Gasoline",20.3,28.9,426
"6","Hybrid",34.9,40.6,183
"6","Gasoline",18.6,21.9,615
"6","Gasoline",22.1,29.6,372
"8","Hybrid",23.2,30.9,409
"4","Gasoline",30.5,39.2,292
"4","Gasoline",16.6,22.4,459
"3","Diesel",32.5,36.1,292
"6","Gasoline",47.5,54.4,176
"4","Gasoline",15.9,19.7,236
"6","Gasoline",37.1,40.2,175
"4","Gasoline",44.3,52.8,134
"4","Hybrid",25.9,31.7,347
"3","Gasoline",19.6,26.3,383
"4","Gasoline",16.5,24.1,448
"6","Gasoline",37.5,43.3,276
"3","Diesel",34.3,37.7,232
"4","Diesel",23,27.8,223
"3","Gasoline",44.1,48.5,83
"4","Gasoline",40.7,50.5,113
"4","Diesel",24.7,32.9,139
"4","Gasoline",41.4,47.6,131
"6","Gasoline",23.6,27,368
"4","Gasoline",38.6,42.4,125
"4","Gasoline",19.1,27.8,190
"4","Hybrid",39.2,48.8,278
"4","Hybrid",23.4,26.6,499
"4","Diesel",35,44.4,235
"4","Hybrid",21,26.7,197
"4","Diesel",40.4,44.9,256
"6","Hybrid",17.1,20.8,447
"4","Gasoline",20.8,29.2,214
"6","Gasoline",21.4,27.7,358
"8","Diesel",16.4,25.2,197
"4","Gasoline",41.1,45.7,282
"4","Gasoline",49.3,57,207
"4","Gasoline",42.2,46,137
"4","Gasoline",45.1,48.7,158
"6","Gasoline",15.2,19.1,420
"6","Gasoline",19.1,27.8,481
"4","Gasoline",34.6,42.2,178
"4","Hybrid",49.2,53.4,81
"3","Diesel",38.1,43.8,137
"4","Hybrid",28.1,36.4,175
"6","Hybrid",20.1,25.1,533
"4","Gasoline",20.3,29.7,473
"4","Gasoline",27.7,37.1,197
"6","Gasoline",40,46.9,87
"4","Hybrid",16.1,23.5,418
"4","Gasoline",44.8,52.4,221
"4","Diesel",48,52.8,121
"4","Gasoline",46.1,51.7,155
"6","Hybrid",47,51,107
"6","Gasoline",15.5,25,327
"3","Hybrid",49.2,57.3,195
"8","Gasoline",27.8,31.1,255
"4","Gasoline",45.4,52.2,157
"6","Gasoline",21.5,26.9,440
"6","Hybrid",30.6,39.3,298
"4","Gasoline",16.5,21.9,281
"6","Hybrid",16.4,23.9,366
"4","Diesel",48,52.2,223
"4","Diesel",43.4,50.3,165
"6","Gasoline",33.5,38.6,265
"6","Gasoline",33.4,37.6,181
"6","Gasoline",41.2,48.5,95
"6","Hybrid",27,34.5,169
"4","Hybrid",41.7,51.6,156
"4","Diesel",32,39.7,191
"8","Gasoline",37.3,43.9,285
"4","Gasoline",48.8,58.2,159
"6","Hybrid",31.5,40.3,257
"4","Gasoline",29.6,36.4,296
"6","Hybrid",46.7,53.3,168
"4","Gasoline",46.6,56.2,204
"8","Gasoline",49.7,57,199
"4","Hybrid",34.3,42.3,178
"8","Gasoline",27,30.6,156
"3","Gasoline",23.4,31.4,452
"4","Hybrid",16.2,21.1,503
"6","Diesel",40.4,44.2,235
"6","Diesel",23.2,32.1,375
"8","Diesel",36.2,44,227
"3","Gasoline",47.1,53,157
"3","Gasoline",48.3,54.3,241
"4","Gasoline",15.2,19.6,581
"3","Gasoline",26.1,29.2,403
"8","Gasoline",44.3,49.7,162
"4","Diesel",33.8,37.8,326
"4","Gasoline",43.3,49.3,219
"3","Diesel",44.9,53.7,208
"4","Gasoline",30.5,34.3,139
"4","Gasoline",27.6,31.2,311
"3","Gasoline",30.9,40.2,188
"4","Hybrid",37.8,46,229
"4","Gasoline",27.9,31.3,295
"8","Gasoline",42.1,45.7,108
"4","Diesel",46.6,54.4,166
"4","Gasoline",24.9,30.5,278
"8","Gasoline",48.8,56.9,200
"6","Hybrid",36.8,42.6,205
"8","Gasoline",45.7,55.5,157
"8","Gasoline",18.6,26.5,445
"4","Diesel",23.8,27.1,377
"6","Gasoline",26.2,31.5,431
"4","Gasoline",25.6,32.5,235
"4","Gasoline",21,25,425
"6","Gasoline",45.4,48.4,111
"4","Gasoline",29.7,33.3,343
"6","Gasoline",48.7,55.4,204
"6","Gasoline",35.4,42.8,258
"4","Gasoline",19.8,23.5,221
"6","Hybrid",34.1,41.8,327
"4","Diesel",49.8,57.1,224
"4","Hybrid",34.8,44.4,176
"6","Gasoline",15.1,24,450
"4","Gasoline",47.7,57.3,220
"6","Gasoline",23.2,33,287
"4","Hybrid",39.1,45.2,213
"4","Gasoline",33,39.4,249
"6","Gasoline",26.4,31.4,326
"4","Gasoline",24.9,31.5,312
"4","Gasoline",47.5,51.6,147
"4","Gasoline",46.9,54.6,167
"6","Gasoline",33,36.2,329
"3","Gasoline",24,28.6,430
"6","Diesel",18.6,23.1,504
"4","Gasoline",20.5,30.1,291
"6","Diesel",33.3,37.3,301
"8","Gasoline",25.8,35,235
"4","Gasoline",16.5,20.4,518
"4","Gasoline",30.9,38.5,251
"6","Gasoline",41.1,46.3,146
"6","Gasoline",46.2,51.4,158
"4","Gasoline",35.5,45.5,272
"6","Gasoline",40.3,44.9,276
"6","Gasoline",27.7,32.1,185
"6","Gasoline",32.4,39.5,215
"6","Gasoline",40.5,48.7,169
"4","Gasoline",40.5,50.4,177
"8","Gasoline",29.9,37.8,363
"4","Hybrid",34,40.9,221
"3","Gasoline",47.3,53.2,219
"4","Gasoline",37.1,44.3,235
"4","Diesel",37.5,44.7,114
"4","Diesel",42.5,47,220
"4","Hybrid",19,26.7,412
"3","Hybrid",33.3,37.7,293
"6","Diesel",48.6,55,85
"3","Hybrid",27.7,32.5,195
"4","Gasoline",25.3,30.5,376
"3","Diesel",36,43.3,176
"3","Hybrid",22.7,26.2,479
"4","Diesel",34.5,37.6,230
"4","Hybrid",20.4,24.3,168
"8","Gasoline",35.3,39.5,264
"6","Gasoline",36.1,40.5,215
"6","Hybrid",29.6,38,193
"4","Gasoline",28.4,34.5,125
"4","Diesel",23.6,29.9,205
"3","Gasoline",26.6,34.1,170
"6","Diesel",32.4,40.5,243
"3","Hybrid",23.7,26.7,416
"4","Gasoline",42.4,51.4,124
"4","Gasoline",39.8,49.7,220
"4","Gasoline",24.4,28.3,441
"8","Hybrid",18.4,26,414
"6","Diesel",15,18,639
"6","Gasoline",35.9,39.2,147
"4","Gasoline",22.4,27.4,177
"6","Hybrid",15.4,24.3,350
"6","Hybrid",27.6,35.2,317
"8","Gasoline",48.7,54.8,188
"4","Gasoline",39.1,45.2,287
"4","Diesel",45,51.3,192
"6","Gasoline",20.1,25.3,324
"4","Hybrid",17.6,26.7,484
"6","Gasoline",15.4,22.4,269
"8","Diesel",48.4,54.8,211
"4","Gasoline",25.5,31.8,243
"4","Hybrid",31.1,40.7,142
"4","Gasoline",28.8,36.9,157
"6","Gasoline",40.6,44.6,290
"6","Gasoline",25.8,31.9,319
"3","Hybrid",33.7,38.7,146
"4","Gasoline",49.8,59.7,111
"3","Gasoline",30.5,36.4,209
"6","Gasoline",34.3,37.8,118
"4","Gasoline",32.6,38.5,132
"4","Gasoline",43.1,48.3,228
"6","Gasoline",24.3,31.5,381
"3","Diesel",21,25.6,532
"4","Diesel",41.4,44.7,101
"4","Hybrid",29.5,33.2,368
"4","Hybrid",47,52,132
"4","Gasoline",37.5,42.9,165
"8","Diesel",34.8,43.6,124
"6","Gasoline",17.5,22.4,621
"6","Gasoline",40.6,43.8,292
"8","Gasoline",39,47.5,262
"4","Gasoline",37.4,46.5,108
"4","Gasoline",24.4,30.8,403
"4","Gasoline",48.1,53.1,184
"6","Diesel",26.3,34.7,160
"6","Gasoline",20.3,23.4,276
"4","Gasoline",49.6,59.1,180
"4","Gasoline",41.1,50.2,236
"4","Gasoline",29.5,36.3,340
"4","Gasoline",47.8,52.7,169
"6","Gasoline",18.2,21.4,426
"4","Gasoline",18.1,28.1,422
"8","Diesel",38.9,47.2,245
"4","Diesel",21.2,26.6,219
"6","Gasoline",47.1,50.2,210
"8","Gasoline",44.4,51.9,140
"8","Hybrid",25.7,35.6,232
"3","Gasoline",46.1,54,89
"4","Gasoline",16.5,20.1,486
"4","Gasoline",34.2,40,123
"4","Diesel",47.7,51.5,237
"6","Gasoline",44.9,54.3,185
"8","Diesel",27.5,32.8,412
"4","Gasoline",21.4,29.5,232
"4","Gasoline",22.4,26,401
"4","Gasoline",33,36.9,349
"6","Diesel",35.9,43.7,160
"8","Hybrid",16.1,25,223
"4","Gasoline",29.5,33.9,293
"4","Gasoline",44.1,50,148
"6","Gasoline",30.6,37.9,179
"6","Gasoline",20.9,29.5,494
"4","Gasoline",48.4,55.8,199
"6","Gasoline",24.3,28,306
"8","Hybrid",42.9,49.7,90
"4","Gasoline",21.8,31,206
"4","Gasoline",29.8,38.9,185
"4","Gasoline",32.2,39.3,224
"4","Gasoline",32.5,42.5,216
"4","Gasoline",33.1,36.8,113
"4","Diesel",22.9,29.3,460
"3","Gasoline",33.1,41.5,228
"4","Hybrid",31.9,35.9,116
"4","Gasoline",22.3,32.1,363
"4","Gasoline",49.6,55.1,84
"6","Gasoline",45.3,50.8,209
"6","Diesel",46.1,50.6,205
"4","Gasoline",39,44,298
"4","Gasoline",20.6,27.6,280
"6","Gasoline",34.9,40.9,132
"4","Hybrid",43.8,48.2,99
"8","Gasoline",16.4,25.1,211
"4","Gasoline",32.4,35.8,318
"6","Gasoline",28.9,37.7,301
"3","Gasoline",22.4,27.3,495
"6","Gasoline",28.2,34.7,205
"6","Gasoline",49.4,55.1,206
"8","Diesel",40.3,47.3,104
"8","Gasoline",25.5,34.1,391
"4","Diesel",36.2,46.1,102
"4","Diesel",23.6,28.7,407
"4","Gasoline",36.4,43.3,162
"4","Gasoline",46.4,52.7,108
"4","Diesel",34.5,44.5,251
"6","Diesel",40.7,49.4,257
"8","Diesel",30.9,36.7,309
"4","Diesel",33.3,39.6,178
"4","Gasoline",39.3,44,164
"4","Diesel",43.4,51.7,114
"6","Gasoline",38.1,47,258
"4","Gasoline",49.2,59,87
"8","Gasoline",43.7,50.7,247
"6","Hybrid",42.2,49.9,196
"6","Gasoline",44.6,50.7,187
"4","Diesel",24.8,32.1,389
"3","Diesel",30.1,35.5,292
"8","Hybrid",34.8,43,165
"6","Diesel",31.2,34.4,208
"8","Gasoline",44.7,47.9,114
"4","Hybrid",15.9,23.9,392
"6","Diesel",22.3,31.8,174
"3","Diesel",45.9,53.3,191
"6","Hybrid",17.1,25.2,247
"6","Gasoline",22.9,31.7,414
"6","Gasoline",27.3,32.8,329
"6","Gasoline",41.3,45.1,267
"4","Diesel",34.6,44.1,115
"8","Gasoline",48.4,58,202
"8","Diesel",23,29.1,440
"3","Gasoline",45.5,50,87
"8","Diesel",24.9,34.1,423
"4","Hybrid",23.6,31.6,231
"6","Gasoline",32.4,35.5,165
"4","Diesel",17.5,21.3,380
"8","Diesel",28.5,38.4,114
"4","Gasoline",27.4,30.7,396
"4","Gasoline",20.6,25.6,264
"4","Gasoline",45.1,51.9,171
"4","Diesel",28.5,32.8,300
"6","Gasoline",49.4,54,206
"4","Gasoline",46.5,52,121
"6","Gasoline",21.8,26.7,413
"8","Gasoline",32.7,41.3,129
"6","Diesel",36.1,42.6,252
"6","Diesel",43.7,48.7,255
"4","Gasoline",46,51.2,92
"4","Diesel",36.8,40.1,124
"4","Diesel",16.2,19.5,483
"3","Gasoline",31.8,39.8,116
"8","Gasoline",46,49.8,113
"4","Hybrid",40,46.3,125
"8","Diesel",45.5,54.4,159
"3","Diesel",38.6,44.2,143
"6","Gasoline",16.5,21.9,412
"4","Hybrid",48.9,58,155
"3","Gasoline",47.1,56.2,196
"6","Hybrid",19.4,28.6,501
"4","Hybrid",18.9,25.9,364
"6","Hybrid",33.9,43.6,177
"4","Hybrid",41.5,50.2,131
"4","Gasoline",28.4,34.3,297
"8","Hybrid",19.8,27.2,511
"4","Gasoline",32.9,36.8,300
"6","Hybrid",26.8,33.7,184
"4","Gasoline",27.3,32.1,389
"6","Diesel",37.6,42.6,254
"4","Gasoline",46,49.9,102
"4","Diesel",34.6,40.1,267
"4","Gasoline",39.1,45.5,149
"4","Gasoline",38.1,45.3,193
"4","Hybrid",34.3,39.4,173
"6","Diesel",25.9,34.4,149
"6","Gasoline",28.2,34.8,333
"3","Gasoline",26,33.5,370
"4","Gasoline",47.1,52,117
"4","Diesel",43.9,52.6,121
"3","Hybrid",35.3,42.7,193
"4","Diesel",46.9,55.9,211
"3","Gasoline",46,50.1,92
"8","Gasoline",47.5,53.2,215
"6","Hybrid",22.8,26.6,479
"3","Gasoline",40.1,44.6,205
"3","Gasoline",36.3,42.1,109
"6","Gasoline",40.7,50,135
"4","Diesel",24.2,31.1,171
"6","Hybrid",39.3,44.6,143
"8","Gasoline",29.3,37.5,325
"4","Diesel",44.2,47.3,93
"4","Gasoline",42.8,48.4,137
"6","Gasoline",22.4,29.6,318
"8","Gasoline",21.4,28.5,457
"4","Gasoline",40.1,47.4,136
"6","Gasoline",34.3,38.8,289
"4","Hybrid",34.5,39.9,238
"4","Gasoline",41.3,50.8,210
"6","Gasoline",44.9,54.7,227
"8","Gasoline",23.4,28.6,153
"6","Gasoline",34.4,41.9,220
"6","Gasoline",44,48.7,222
"4","Gasoline",45.5,51.1,238
"4","Diesel",25.1,33.6,167
"4","Hybrid",18.6,25.1,308
"4","Diesel",23.1,32,161
"6","Gasoline",48.1,55.5,213
"4","Hybrid",31.2,38.6,322
"6","Gasoline",29.7,32.9,255
"6","Gasoline",15.5,23.7,201
"4","Gasoline",16.8,26.6,214
"4","Gasoline",38.4,44.7,222
"6","Hybrid",35.6,39.7,328
"8","Gasoline",35.1,44.9,277
"6","Gasoline",18.9,23.9,501
"3","Gasoline",27.3,33.2,245
"3","Diesel",43.4,46.9,274
"4","Diesel",21.1,24.9,477
"4","Gasoline",45.9,50.4,139
"6","Diesel",19.3,26.1,454
"6","Diesel",20.9,27.8,309
"4","Gasoline",31.7,38.9,270
"4","Diesel",48.1,55.2,237
"4","Gasoline",26.5,33,199
"8","Gasoline",38,46.6,253
"4","Diesel",35.6,45.1,221
"6","Gasoline",20.2,25.1,533
"4","Gasoline",23.7,27.6,192
"6","Hybrid",47.6,53.6,199
"4","Gasoline",21.5,24.7,176
"4","Gasoline",39.3,48.5,135
"6","Gasoline",48.8,53.5,128
"4","Gasoline",19.2,26,333
"4","Gasoline",29,32.8,395
"4","Hybrid",22.8,29.7,165
"4","Gasoline",22.8,26.1,214
"4","Diesel",19.2,27.6,236
"6","Gasoline",37.7,47.4,175
"8","Diesel",41.1,46.2,98
"3","Hybrid",38.7,43.5,297
"4","Gasoline",47.4,53.5,171
"4","Hybrid",20.1,27.4,458
"4","Hybrid",26.2,30.5,371
"4","Gasoline",27.1,35.7,304
"6","Gasoline",23.1,27.5,461
"4","Diesel",20,23,542
"4","Hybrid",32,38.7,138
"6","Gasoline",44.2,48,253
"8","Gasoline",48.4,56.3,159
"8","Gasoline",19.5,23.7,282
"6","Gasoline",43.8,52.5,188
"8","Hybrid",43.9,50.2,132
"4","Gasoline",28.6,35.6,247
"4","Gasoline",18.9,23.2,518
"3","Diesel",49.7,53.7,78
"6","Gasoline",37.9,45.3,129
"8","Gasoline",49.4,54.2,234
"4","Gasoline",31.9,37.6,220
"6","Gasoline",28.8,35.2,200
"6","Gasoline",23.7,28.3,455
"8","Gasoline",49.4,58,218
"6","Gasoline",23.9,33.5,144
"8","Hybrid",15.8,21.8,368
"4","Hybrid",32.9,42.3,312
"4","Gasoline",28.2,37.4,162
"4","Gasoline",24.1,28.3,336
"4","Hybrid",37.2,41.4,167
"3","Gasoline",27.7,34,330
"6","Hybrid",29.1,35.8,158
"6","Hybrid",15.8,21.2,485
"6","Gasoline",35.6,40.8,98
"4","Gasoline",19.3,25.3,267
"4","Gasoline",22.5,30.3,196
"4","Gasoline",40.1,43.7,133
