Vehicle_ID,Engine_Size,Cylinders,Fuel_Type,City_MPG,Highway_MPG,CO2_Emissions
5668,4.3,3,Gasoline,28.4,37.0,362.0
5669,1.2,6,Gasoline,42.7,50.0,81.0
5670,4.0,3,Gasoline,38.2,45.2,104.0
5671,4.4,6,Gasoline,30.6,37.0,344.0
5672,2.1,6,Gasoline,35.2,39.6,248.0
5673,3.6,4,Diesel,41.8,47.199999999999996,273.0
5674,2.3,6,Gasoline,41.1,46.9,171.0
5675,4.8,8,Diesel,21.5,31.1,281.0
5676,1.1,6,Hybrid,25.5,31.5,237.0
5677,3.3,4,Gasoline,27.2,34.3,163.0
5678,1.7,4,Gasoline,21.6,31.1,268.0
5679,3.8,8,Diesel,15.4,22.0,207.0
5680,1.7,4,Hybrid,21.1,25.900000000000002,349.0
5681,1.9,6,Gasoline,43.3,49.0,242.0
5682,3.0,3,Gasoline,34.1,39.7,178.0
5683,4.7,3,Gasoline,27.0,35.0,148.0
5684,1.8,6,Gasoline,36.3,41.4,316.0
5685,1.6,6,Gasoline,40.9,49.0,109.0
5686,4.0,6,Gasoline,27.4,36.599999999999994,262.0
5687,3.0,8,Diesel,31.3,36.7,319.0
5688,4.6,4,Gasoline,17.2,21.099999999999998,311.0
5689,1.6,4,Gasoline,35.9,43.4,280.0
5690,3.6,8,Gasoline,27.5,33.0,285.0
5691,1.9,4,Hybrid,30.2,36.9,198.0
5692,1.6,6,Gasoline,29.8,37.2,338.0
5693,3.7,4,Hybrid,37.1,43.0,230.0
5694,3.4,3,Gasoline,35.0,44.5,230.0
5695,4.0,4,Gasoline,29.8,35.6,250.0
5696,2.2,4,Gasoline,15.6,20.8,338.0
5697,2.8,6,Diesel,36.7,45.900000000000006,155.0
5698,2.6,6,Gasoline,45.8,49.8,95.0
5699,4.9,6,Diesel,41.9,45.8,134.0
5700,2.2,4,Diesel,49.4,58.9,114.0
5701,2.2,4,Diesel,19.9,24.4,192.0
5702,2.4,4,Gasoline,22.8,26.8,190.0
5703,3.3,4,Hybrid,33.9,40.6,164.0
5704,2.0,3,Gasoline,23.3,26.6,388.0
5705,4.7,4,Gasoline,16.2,23.5,270.0
5706,2.1,4,Gasoline,29.1,35.300000000000004,258.0
5707,4.6,4,Diesel,25.1,32.6,284.0
5708,1.4,3,Gasoline,24.2,29.2,414.0
5709,3.6,4,Gasoline,48.4,57.7,171.0
5710,4.6,4,Gasoline,23.3,28.200000000000003,457.0
5711,1.7,3,Gasoline,19.5,27.0,398.0
5712,4.9,8,Gasoline,19.4,29.0,164.0
5713,2.8,3,Gasoline,43.2,49.0,154.0
5714,4.8,6,Gasoline,40.0,44.1,235.0
5715,3.7,3,Gasoline,19.5,23.0,372.0
5716,2.2,6,Hybrid,22.7,32.4,269.0
5717,1.8,3,Gasoline,41.2,49.5,212.0
5718,2.2,6,Gasoline,24.6,34.0,213.0
5719,1.4,4,Gasoline,49.4,57.3,219.0
5720,1.6,6,Diesel,33.9,39.3,201.0
5721,1.4,4,Gasoline,21.7,25.599999999999998,392.0
5722,2.7,3,Gasoline,45.1,54.6,248.0
5723,4.2,6,Gasoline,26.2,32.6,361.0
5724,1.6,3,Hybrid,25.1,30.900000000000002,300.0
5725,1.5,8,Gasoline,26.5,33.5,376.0
5726,3.6,3,Gasoline,41.9,45.6,198.0
5727,1.8,4,Gasoline,21.1,26.3,321.0
5728,1.4,6,Gasoline,28.4,35.9,354.0
5729,1.7,4,Gasoline,16.1,19.8,222.0
5730,4.7,4,Diesel,43.9,47.8,160.0
5731,4.3,6,Gasoline,26.9,33.5,224.0
5732,2.4,6,Diesel,23.7,31.1,365.0
5733,3.6,8,Gasoline,35.3,39.599999999999994,103.0
5734,3.1,4,Gasoline,39.7,42.900000000000006,231.0
5735,3.7,4,Gasoline,43.5,53.2,140.0
5736,3.7,4,Gasoline,27.2,30.4,160.0
5737,3.5,4,Diesel,43.4,46.4,275.0
5738,2.1,6,Gasoline,31.3,36.6,165.0
5739,1.2,4,Diesel,18.5,23.1,327.0
5740,2.8,4,Hybrid,44.6,51.6,116.0
5741,4.6,4,Gasoline,34.2,43.5,246.0
5742,3.3,6,Hybrid,36.1,42.5,270.0
5743,4.3,8,Gasoline,47.8,56.199999999999996,217.0
5744,5.0,6,Gasoline,34.6,44.0,165.0
5745,1.7,4,Diesel,15.2,19.5,481.0
5746,3.8,6,Gasoline,45.5,51.9,196.0
5747,3.7,6,Gasoline,25.0,32.5,322.0
5748,4.9,3,Diesel,32.6,37.9,284.0
5749,4.9,3,Hybrid,22.2,30.4,399.0
5750,3.7,3,Gasoline,25.4,33.3,157.0
5751,2.0,4,Hybrid,39.0,44.9,124.0
5752,4.2,6,Gasoline,30.0,33.6,320.0
5753,1.4,4,Hybrid,36.9,40.0,206.0
5754,4.1,4,Gasoline,43.8,49.4,161.0
5755,4.6,8,Diesel,26.9,30.5,270.0
5756,2.5,6,Gasoline,34.9,43.4,179.0
5757,3.5,6,Hybrid,42.2,47.5,199.0
5758,2.7,4,Diesel,40.0,47.7,150.0
5759,2.8,4,Gasoline,33.9,39.3,255.0
5760,2.2,3,Gasoline,28.4,37.0,169.0
5761,4.0,4,Hybrid,29.3,38.5,306.0
5762,4.7,4,Diesel,30.2,39.1,306.0
5763,4.8,4,Gasoline,27.2,33.6,290.0
5764,1.7,3,Gasoline,39.5,43.1,169.0
5765,4.5,4,Hybrid,19.4,25.0,175.0
5766,3.9,4,Gasoline,48.9,54.9,93.0
5767,2.0,6,Gasoline,42.3,52.0,94.0
5768,1.3,6,Hybrid,25.4,32.4,133.0
5769,2.1,4,Gasoline,16.5,24.0,497.0
5770,4.6,4,Gasoline,39.9,48.4,274.0
5771,3.5,4,Gasoline,40.7,47.7,87.0
5772,3.9,3,Hybrid,48.7,55.900000000000006,91.0
5773,2.0,4,Gasoline,23.9,28.599999999999998,430.0
5774,3.9,6,Diesel,17.9,21.299999999999997,499.0
5775,1.1,8,Hybrid,47.0,55.0,143.0
5776,2.5,6,Gasoline,24.1,33.0,436.0
5777,3.5,8,Hybrid,40.3,46.199999999999996,203.0
5778,1.6,6,Gasoline,17.1,23.900000000000002,469.0
5779,4.3,3,Diesel,41.6,46.800000000000004,214.0
5780,1.9,8,Gasoline,19.4,25.599999999999998,253.0
5781,3.6,3,Diesel,39.3,43.8,193.0
5782,2.6,6,Gasoline,33.6,41.900000000000006,149.0
5783,3.4,4,Gasoline,48.4,54.8,159.0
5784,1.4,4,Hybrid,16.3,23.1,204.0
5785,1.1,6,Gasoline,25.2,28.5,264.0
5786,4.6,4,Hybrid,17.4,24.799999999999997,332.0
5787,2.1,4,Gasoline,45.8,50.199999999999996,131.0
5788,4.3,4,Gasoline,35.8,41.5,115.0
5789,5.0,4,Hybrid,33.7,39.6,286.0
5790,1.8,8,Gasoline,19.6,25.700000000000003,328.0
5791,2.1,6,Hybrid,32.1,36.7,316.0
5792,3.7,4,Gasoline,29.0,38.0,330.0
5793,4.9,4,Gasoline,26.1,32.1,193.0
5794,4.7,6,Diesel,42.0,49.3,163.0
5795,3.0,4,Gasoline,17.1,24.400000000000002,485.0
5796,4.2,4,Gasoline,37.6,44.800000000000004,197.0
5797,1.5,4,Diesel,43.8,50.699999999999996,238.0
5798,4.9,6,Gasoline,46.8,55.599999999999994,171.0
5799,4.9,4,Gasoline,41.1,49.8,204.0
5800,1.7,4,Hybrid,24.9,30.799999999999997,382.0
5801,2.2,4,Hybrid,36.0,43.5,121.0
5802,1.4,4,Gasoline,19.9,23.599999999999998,407.0
5803,2.1,4,Gasoline,19.1,22.700000000000003,215.0
5804,4.3,4,Diesel,37.4,43.8,149.0
5805,2.5,4,Gasoline,44.8,54.099999999999994,113.0
5806,1.4,4,Gasoline,17.4,24.9,412.0
5807,2.4,4,Hybrid,18.7,26.4,494.0
5808,4.9,6,Gasoline,34.8,38.9,133.0
5809,3.5,6,Gasoline,22.6,28.8,408.0
5810,2.7,4,Hybrid,36.4,42.199999999999996,127.0
5811,1.7,4,Diesel,22.5,31.0,202.0
5812,4.9,3,Hybrid,19.1,23.1,558.0
5813,4.3,6,Gasoline,34.1,40.9,102.0
5814,2.1,6,Gasoline,45.2,54.6,110.0
5815,1.3,4,Hybrid,39.0,48.2,129.0
5816,1.2,6,Gasoline,43.7,52.7,129.0
5817,1.5,6,Diesel,24.3,29.9,256.0
5818,3.3,8,Gasoline,46.0,55.6,92.0
5819,4.7,3,Diesel,28.2,36.8,242.0
5820,3.0,4,Gasoline,44.8,53.8,147.0
5821,4.4,3,Gasoline,31.5,41.0,254.0
5822,2.8,6,Gasoline,24.4,34.0,388.0
5823,3.8,6,Diesel,24.1,28.8,240.0
5824,3.9,4,Gasoline,34.9,38.8,232.0
5825,1.7,3,Diesel,17.8,25.6,323.0
5826,2.4,4,Gasoline,47.6,54.5,80.0
5827,3.5,4,Gasoline,24.5,29.8,403.0
5828,1.3,4,Diesel,26.7,34.5,304.0
5829,2.4,4,Gasoline,23.2,26.599999999999998,151.0
5830,3.1,3,Gasoline,15.1,18.4,354.0
5831,5.0,6,Gasoline,39.2,44.7,154.0
5832,2.9,4,Diesel,35.7,40.1,286.0
5833,4.3,4,Hybrid,43.3,51.3,220.0
5834,2.7,4,Gasoline,16.4,26.0,340.0
5835,4.2,6,Gasoline,47.5,55.1,100.0
5836,3.4,4,Gasoline,26.6,34.2,234.0
5837,4.5,8,Diesel,47.0,50.0,223.0
5838,2.6,4,Gasoline,18.7,25.299999999999997,350.0
5839,3.4,8,Diesel,41.0,49.7,105.0
5840,3.5,6,Gasoline,35.3,42.9,105.0
5841,2.7,4,Hybrid,27.5,32.1,224.0
5842,1.6,8,Gasoline,17.8,26.700000000000003,227.0
5843,1.4,4,Hybrid,36.2,46.0,250.0
5844,1.1,4,Gasoline,15.9,20.9,336.0
5845,4.5,3,Gasoline,32.5,36.9,329.0
5846,1.9,4,Diesel,36.1,41.5,236.0
5847,1.8,6,Diesel,40.6,44.0,170.0
5848,3.9,6,Gasoline,49.7,58.800000000000004,168.0
5849,2.3,4,Hybrid,24.1,33.6,220.0
5850,3.0,4,Gasoline,26.3,33.7,166.0
5851,1.7,4,Gasoline,26.9,35.3,392.0
5852,4.8,6,Gasoline,40.6,48.300000000000004,195.0
5853,4.4,4,Gasoline,47.6,53.2,76.0
5854,4.5,8,Diesel,49.1,56.5,122.0
5855,2.6,4,Gasoline,48.1,57.0,98.0
5856,4.0,4,Gasoline,45.8,54.5,120.0
5857,1.6,6,Gasoline,49.7,53.300000000000004,82.0
5858,1.0,4,Gasoline,28.2,34.4,188.0
5859,1.1,3,Hybrid,48.2,54.0,190.0
5860,3.3,4,Hybrid,41.6,49.900000000000006,239.0
5861,2.8,3,Gasoline,20.9,27.4,281.0
5862,3.1,8,Gasoline,16.6,22.0,431.0
5863,1.0,4,Hybrid,22.5,30.4,156.0
5864,2.7,4,Gasoline,42.3,48.599999999999994,100.0
5865,3.9,4,Gasoline,37.1,41.9,217.0
5866,2.8,3,Gasoline,22.9,32.099999999999994,404.0
5867,3.9,6,Gasoline,41.0,44.8,105.0
5868,1.9,8,Hybrid,19.9,23.0,346.0
5869,4.3,6,Gasoline,43.8,47.8,267.0
5870,3.4,4,Hybrid,42.8,46.9,228.0
5871,1.8,4,Gasoline,49.0,55.8,105.0
5872,1.9,3,Gasoline,20.3,27.700000000000003,260.0
5873,3.5,6,Hybrid,46.7,52.800000000000004,242.0
5874,4.3,4,Hybrid,26.9,31.299999999999997,195.0
5875,2.7,4,Diesel,29.6,33.5,241.0
5876,2.0,8,Gasoline,31.4,37.8,198.0
5877,4.5,4,Diesel,36.9,43.9,199.0
5878,3.7,3,Gasoline,49.8,54.9,111.0
5879,2.8,3,Gasoline,36.0,40.5,251.0
5880,3.0,4,Diesel,47.4,51.0,118.0
5881,1.8,3,Diesel,23.9,27.099999999999998,354.0
5882,3.5,4,Diesel,28.9,32.6,224.0
5883,2.4,4,Diesel,32.7,40.900000000000006,162.0
5884,5.0,4,Gasoline,26.3,31.700000000000003,339.0
5885,2.9,6,Gasoline,49.2,52.400000000000006,240.0
5886,2.9,4,Diesel,40.4,47.0,260.0
5887,3.3,6,Gasoline,31.8,38.6,128.0
5888,4.7,4,Gasoline,41.3,47.3,174.0
5889,4.2,4,Gasoline,31.4,35.199999999999996,295.0
5890,2.8,8,Gasoline,15.6,23.9,439.0
5891,3.9,3,Hybrid,34.0,41.8,267.0
5892,3.3,4,Gasoline,36.9,42.699999999999996,309.0
5893,3.0,6,Gasoline,49.3,55.0,129.0
5894,1.8,4,Diesel,16.4,20.5,569.0
5895,2.9,4,Gasoline,32.9,41.2,123.0
5896,2.0,4,Hybrid,18.4,25.599999999999998,516.0
5897,4.7,6,Gasoline,20.2,23.8,480.0
5898,2.3,6,Hybrid,36.4,42.0,212.0
5899,4.8,3,Gasoline,23.1,32.400000000000006,394.0
5900,3.1,3,Gasoline,41.2,47.400000000000006,216.0
5901,3.5,4,Gasoline,33.0,38.3,241.0
5902,3.2,4,Gasoline,22.6,30.1,456.0
5903,1.5,4,Hybrid,32.3,36.699999999999996,142.0
5904,2.5,4,Gasoline,15.0,21.7,678.0
5905,1.4,4,Diesel,45.2,52.900000000000006,104.0
5906,3.5,4,Gasoline,15.4,24.4,400.0
5907,2.8,8,Hybrid,15.2,23.0,302.0
5908,4.1,4,Diesel,36.4,42.1,156.0
5909,1.9,4,Gasoline,49.1,57.5,174.0
5910,1.7,4,Gasoline,45.0,54.3,82.0
5911,2.6,8,Diesel,23.8,30.1,445.0
5912,4.7,6,Gasoline,21.9,24.9,265.0
5913,3.8,6,Gasoline,36.9,46.099999999999994,148.0
5914,2.7,4,Diesel,43.8,48.0,246.0
5915,3.1,6,Hybrid,27.7,31.599999999999998,352.0
5916,1.3,4,Hybrid,30.1,35.300000000000004,294.0
5917,4.9,4,Gasoline,19.0,24.7,230.0
5918,3.7,4,Gasoline,20.3,28.9,426.0
5919,2.1,6,Hybrid,34.9,40.6,183.0
5920,3.3,6,Gasoline,18.6,21.900000000000002,615.0
5921,1.4,6,Gasoline,22.1,29.6,372.0
5922,4.9,8,Hybrid,23.2,30.9,409.0
5923,1.7,4,Gasoline,30.5,39.2,292.0
5924,3.6,4,Gasoline,16.6,22.400000000000002,459.0
5925,2.0,3,Diesel,32.5,36.1,292.0
5926,3.9,6,Gasoline,47.5,54.4,176.0
5927,4.1,4,Gasoline,15.9,19.7,236.0
5928,3.7,6,Gasoline,37.1,40.2,175.0
5929,3.5,4,Gasoline,44.3,52.8,134.0
5930,4.6,4,Hybrid,25.9,31.7,347.0
5931,1.3,3,Gasoline,19.6,26.3,383.0
5932,2.3,4,Gasoline,16.5,24.1,448.0
5933,2.0,6,Gasoline,37.5,43.3,276.0
5934,5.0,3,Diesel,34.3,37.699999999999996,232.0
5935,2.6,4,Diesel,23.0,27.8,223.0
5936,3.9,3,Gasoline,44.1,48.5,83.0
5937,3.7,4,Gasoline,40.7,50.5,113.0
5938,1.8,4,Diesel,24.7,32.9,139.0
5939,2.0,4,Gasoline,41.4,47.6,131.0
5940,2.1,6,Gasoline,23.6,27.0,368.0
5941,2.6,4,Gasoline,38.6,42.4,125.0
5942,1.9,4,Gasoline,19.1,27.8,190.0
5943,1.1,4,Hybrid,39.2,48.800000000000004,278.0
5944,4.5,4,Hybrid,23.4,26.599999999999998,499.0
5945,4.9,4,Diesel,35.0,44.4,235.0
5946,2.4,4,Hybrid,21.0,26.7,197.0
5947,2.4,4,Diesel,40.4,44.9,256.0
5948,1.0,6,Hybrid,17.1,20.8,447.0
5949,3.7,4,Gasoline,20.8,29.200000000000003,214.0
5950,4.3,6,Gasoline,21.4,27.7,358.0
5951,1.6,8,Diesel,16.4,25.2,197.0
5952,1.6,4,Gasoline,41.1,45.7,282.0
5953,4.2,4,Gasoline,49.3,57.0,207.0
5954,3.5,4,Gasoline,42.2,46.0,137.0
5955,1.2,4,Gasoline,45.1,48.7,158.0
5956,3.5,6,Gasoline,15.2,19.099999999999998,420.0
5957,2.2,6,Gasoline,19.1,27.8,481.0
5958,2.5,4,Gasoline,34.6,42.2,178.0
5959,4.1,4,Hybrid,49.2,53.400000000000006,81.0
5960,4.2,3,Diesel,38.1,43.800000000000004,137.0
5961,2.6,4,Hybrid,28.1,36.400000000000006,175.0
5962,4.8,6,Hybrid,20.1,25.1,533.0
5963,2.6,4,Gasoline,20.3,29.700000000000003,473.0
5964,4.1,4,Gasoline,27.7,37.1,197.0
5965,2.9,6,Gasoline,40.0,46.9,87.0
5966,4.6,4,Hybrid,16.1,23.5,418.0
5967,4.6,4,Gasoline,44.8,52.4,221.0
5968,1.3,4,Diesel,48.0,52.8,121.0
5969,4.7,4,Gasoline,46.1,51.7,155.0
5970,4.3,6,Hybrid,47.0,51.0,107.0
5971,4.2,6,Gasoline,15.5,25.0,327.0
5972,1.8,3,Hybrid,49.2,57.300000000000004,195.0
5973,4.2,8,Gasoline,27.8,31.1,255.0
5974,4.4,4,Gasoline,45.4,52.199999999999996,157.0
5975,2.2,6,Gasoline,21.5,26.9,440.0
5976,4.8,6,Hybrid,30.6,39.3,298.0
5977,1.2,4,Gasoline,16.5,21.9,281.0
5978,1.6,6,Hybrid,16.4,23.9,366.0
5979,3.2,4,Diesel,48.0,52.2,223.0
5980,3.3,4,Diesel,43.4,50.3,165.0
5981,3.6,6,Gasoline,33.5,38.6,265.0
5982,1.1,6,Gasoline,33.4,37.6,181.0
5983,4.8,6,Gasoline,41.2,48.5,95.0
5984,1.2,6,Hybrid,27.0,34.5,169.0
5985,1.6,4,Hybrid,41.7,51.6,156.0
5986,1.1,4,Diesel,32.0,39.7,191.0
5987,3.3,8,Gasoline,37.3,43.9,285.0
5988,4.7,4,Gasoline,48.8,58.199999999999996,159.0
5989,3.7,6,Hybrid,31.5,40.3,257.0
5990,4.3,4,Gasoline,29.6,36.4,296.0
5991,1.1,6,Hybrid,46.7,53.300000000000004,168.0
5992,3.2,4,Gasoline,46.6,56.2,204.0
5993,2.8,8,Gasoline,49.7,57.0,199.0
5994,3.0,4,Hybrid,34.3,42.3,178.0
5995,1.3,8,Gasoline,27.0,30.6,156.0
5996,3.7,3,Gasoline,23.4,31.4,452.0
5997,3.0,4,Hybrid,16.2,21.1,503.0
5998,4.1,6,Diesel,40.4,44.199999999999996,235.0
5999,2.9,6,Diesel,23.2,32.1,375.0
6000,1.6,8,Diesel,36.2,44.0,227.0
6001,3.6,3,Gasoline,47.1,53.0,157.0
6002,1.7,3,Gasoline,48.3,54.3,241.0
6003,4.5,4,Gasoline,15.2,19.6,581.0
6004,3.5,3,Gasoline,26.1,29.200000000000003,403.0
6005,1.6,8,Gasoline,44.3,49.699999999999996,162.0
6006,4.8,4,Diesel,33.8,37.8,326.0
6007,3.1,4,Gasoline,43.3,49.3,219.0
6008,1.3,3,Diesel,44.9,53.7,208.0
6009,3.5,4,Gasoline,30.5,34.3,139.0
6010,2.0,4,Gasoline,27.6,31.200000000000003,311.0
6011,4.2,3,Gasoline,30.9,40.2,188.0
6012,4.3,4,Hybrid,37.8,46.0,229.0
6013,4.9,4,Gasoline,27.9,31.299999999999997,295.0
6014,3.0,8,Gasoline,42.1,45.7,108.0
6015,2.8,4,Diesel,46.6,54.4,166.0
6016,4.0,4,Gasoline,24.9,30.5,278.0
6017,1.5,8,Gasoline,48.8,56.9,200.0
6018,3.2,6,Hybrid,36.8,42.599999999999994,205.0
6019,3.2,8,Gasoline,45.7,55.5,157.0
6020,1.4,8,Gasoline,18.6,26.5,445.0
6021,2.7,4,Diesel,23.8,27.1,377.0
6022,4.4,6,Gasoline,26.2,31.5,431.0
6023,4.4,4,Gasoline,25.6,32.5,235.0
6024,1.4,4,Gasoline,21.0,25.0,425.0
6025,1.4,6,Gasoline,45.4,48.4,111.0
6026,2.1,4,Gasoline,29.7,33.3,343.0
6027,4.5,6,Gasoline,48.7,55.400000000000006,204.0
6028,1.5,6,Gasoline,35.4,42.8,258.0
6029,3.9,4,Gasoline,19.8,23.5,221.0
6030,1.4,6,Hybrid,34.1,41.800000000000004,327.0
6031,3.5,4,Diesel,49.8,57.099999999999994,224.0
6032,2.4,4,Hybrid,34.8,44.4,176.0
6033,4.2,6,Gasoline,15.1,24.0,450.0
6034,1.9,4,Gasoline,47.7,57.300000000000004,220.0
6035,3.6,6,Gasoline,23.2,33.0,287.0
6036,1.9,4,Hybrid,39.1,45.2,213.0
6037,3.9,4,Gasoline,33.0,39.4,249.0
6038,4.5,6,Gasoline,26.4,31.4,326.0
6039,1.5,4,Gasoline,24.9,31.5,312.0
6040,4.5,4,Gasoline,47.5,51.6,147.0
6041,3.4,4,Gasoline,46.9,54.6,167.0
6042,1.5,6,Gasoline,33.0,36.2,329.0
6043,2.7,3,Gasoline,24.0,28.6,430.0
6044,1.6,6,Diesel,18.6,23.1,504.0
6045,3.8,4,Gasoline,20.5,30.1,291.0
6046,4.0,6,Diesel,33.3,37.3,301.0
6047,1.4,8,Gasoline,25.8,35.0,235.0
6048,3.0,4,Gasoline,16.5,20.4,518.0
6049,4.3,4,Gasoline,30.9,38.5,251.0
6050,4.7,6,Gasoline,41.1,46.300000000000004,146.0
6051,3.1,6,Gasoline,46.2,51.400000000000006,158.0
6052,4.8,4,Gasoline,35.5,45.5,272.0
6053,3.1,6,Gasoline,40.3,44.9,276.0
6054,2.6,6,Gasoline,27.7,32.1,185.0
6055,4.4,6,Gasoline,32.4,39.5,215.0
6056,3.0,6,Gasoline,40.5,48.7,169.0
6057,2.9,4,Gasoline,40.5,50.4,177.0
6058,3.0,8,Gasoline,29.9,37.8,363.0
6059,4.4,4,Hybrid,34.0,40.9,221.0
6060,4.3,3,Gasoline,47.3,53.199999999999996,219.0
6061,2.6,4,Gasoline,37.1,44.300000000000004,235.0
6062,2.3,4,Diesel,37.5,44.7,114.0
6063,3.0,4,Diesel,42.5,47.0,220.0
6064,3.3,4,Hybrid,19.0,26.7,412.0
6065,2.0,3,Hybrid,33.3,37.699999999999996,293.0
6066,4.2,6,Diesel,48.6,55.0,85.0
6067,2.9,3,Hybrid,27.7,32.5,195.0
6068,2.3,4,Gasoline,25.3,30.5,376.0
6069,1.4,3,Diesel,36.0,43.3,176.0
6070,2.0,3,Hybrid,22.7,26.2,479.0
6071,4.8,4,Diesel,34.5,37.6,230.0
6072,2.2,4,Hybrid,20.4,24.299999999999997,168.0
6073,1.7,8,Gasoline,35.3,39.5,264.0
6074,2.8,6,Gasoline,36.1,40.5,215.0
6075,2.2,6,Hybrid,29.6,38.0,193.0
6076,1.1,4,Gasoline,28.4,34.5,125.0
6077,2.3,4,Diesel,23.6,29.900000000000002,205.0
6078,3.2,3,Gasoline,26.6,34.1,170.0
6079,3.2,6,Diesel,32.4,40.5,243.0
6080,2.4,3,Hybrid,23.7,26.7,416.0
6081,2.8,4,Gasoline,42.4,51.4,124.0
6082,4.9,4,Gasoline,39.8,49.699999999999996,220.0
6083,2.5,4,Gasoline,24.4,28.299999999999997,441.0
6084,2.0,8,Hybrid,18.4,26.0,414.0
6085,2.0,6,Diesel,15.0,18.0,639.0
6086,2.8,6,Gasoline,35.9,39.199999999999996,147.0
6087,4.0,4,Gasoline,22.4,27.4,177.0
6088,1.8,6,Hybrid,15.4,24.3,350.0
6089,3.8,6,Hybrid,27.6,35.2,317.0
6090,1.1,8,Gasoline,48.7,54.800000000000004,188.0
6091,2.7,4,Gasoline,39.1,45.2,287.0
6092,4.1,4,Diesel,45.0,51.3,192.0
6093,2.4,6,Gasoline,20.1,25.3,324.0
6094,3.3,4,Hybrid,17.6,26.700000000000003,484.0
6095,1.8,6,Gasoline,15.4,22.4,269.0
6096,4.0,8,Diesel,48.4,54.8,211.0
6097,1.2,4,Gasoline,25.5,31.8,243.0
6098,4.4,4,Hybrid,31.1,40.7,142.0
6099,1.8,4,Gasoline,28.8,36.9,157.0
6100,4.5,6,Gasoline,40.6,44.6,290.0
6101,2.4,6,Gasoline,25.8,31.9,319.0
6102,3.9,3,Hybrid,33.7,38.7,146.0
6103,2.3,4,Gasoline,49.8,59.699999999999996,111.0
6104,4.6,3,Gasoline,30.5,36.4,209.0
6105,1.5,6,Gasoline,34.3,37.8,118.0
6106,1.7,4,Gasoline,32.6,38.5,132.0
6107,3.0,4,Gasoline,43.1,48.300000000000004,228.0
6108,1.3,6,Gasoline,24.3,31.5,381.0
6109,1.8,3,Diesel,21.0,25.6,532.0
6110,4.8,4,Diesel,41.4,44.699999999999996,101.0
6111,4.9,4,Hybrid,29.5,33.2,368.0
6112,2.5,4,Hybrid,47.0,52.0,132.0
6113,4.7,4,Gasoline,37.5,42.9,165.0
6114,3.2,8,Diesel,34.8,43.599999999999994,124.0
6115,2.1,6,Gasoline,17.5,22.4,621.0
6116,3.8,6,Gasoline,40.6,43.800000000000004,292.0
6117,3.6,8,Gasoline,39.0,47.5,262.0
6118,5.0,4,Gasoline,37.4,46.5,108.0
6119,2.1,4,Gasoline,24.4,30.799999999999997,403.0
6120,3.7,4,Gasoline,48.1,53.1,184.0
6121,1.2,6,Diesel,26.3,34.7,160.0
6122,1.5,6,Gasoline,20.3,23.400000000000002,276.0
6123,1.0,4,Gasoline,49.6,59.1,180.0
6124,5.0,4,Gasoline,41.1,50.2,236.0
6125,4.2,4,Gasoline,29.5,36.3,340.0
6126,4.1,4,Gasoline,47.8,52.699999999999996,169.0
6127,3.0,6,Gasoline,18.2,21.4,426.0
6128,2.2,4,Gasoline,18.1,28.1,422.0
6129,1.6,8,Diesel,38.9,47.2,245.0
6130,2.1,4,Diesel,21.2,26.6,219.0
6131,2.5,6,Gasoline,47.1,50.2,210.0
6132,4.0,8,Gasoline,44.4,51.9,140.0
6133,3.2,8,Hybrid,25.7,35.6,232.0
6134,1.3,3,Gasoline,46.1,54.0,89.0
6135,1.1,4,Gasoline,16.5,20.1,486.0
6136,1.4,4,Gasoline,34.2,40.0,123.0
6137,2.6,4,Diesel,47.7,51.5,237.0
6138,4.7,6,Gasoline,44.9,54.3,185.0
6139,3.5,8,Diesel,27.5,32.8,412.0
6140,4.2,4,Gasoline,21.4,29.5,232.0
6141,2.9,4,Gasoline,22.4,26.0,401.0
6142,2.4,4,Gasoline,33.0,36.9,349.0
6143,1.4,6,Diesel,35.9,43.699999999999996,160.0
6144,4.5,8,Hybrid,16.1,25.0,223.0
6145,4.1,4,Gasoline,29.5,33.9,293.0
6146,1.7,4,Gasoline,44.1,50.0,148.0
6147,3.0,6,Gasoline,30.6,37.9,179.0
6148,2.9,6,Gasoline,20.9,29.5,494.0
6149,3.5,4,Gasoline,48.4,55.8,199.0
6150,4.8,6,Gasoline,24.3,28.0,306.0
6151,3.3,8,Hybrid,42.9,49.699999999999996,90.0
6152,3.2,4,Gasoline,21.8,31.0,206.0
6153,1.2,4,Gasoline,29.8,38.9,185.0
6154,1.3,4,Gasoline,32.2,39.300000000000004,224.0
6155,1.7,4,Gasoline,32.5,42.5,216.0
6156,1.1,4,Gasoline,33.1,36.800000000000004,113.0
6157,4.0,4,Diesel,22.9,29.299999999999997,460.0
6158,3.9,3,Gasoline,33.1,41.5,228.0
6159,1.5,4,Hybrid,31.9,35.9,116.0
6160,4.3,4,Gasoline,22.3,32.1,363.0
6161,1.6,4,Gasoline,49.6,55.1,84.0
6162,2.2,6,Gasoline,45.3,50.8,209.0
6163,2.0,6,Diesel,46.1,50.6,205.0
6164,2.5,4,Gasoline,39.0,44.0,298.0
6165,2.0,4,Gasoline,20.6,27.6,280.0
6166,3.0,6,Gasoline,34.9,40.9,132.0
6167,2.6,4,Hybrid,43.8,48.199999999999996,99.0
6168,4.9,8,Gasoline,16.4,25.099999999999998,211.0
6169,1.2,4,Gasoline,32.4,35.8,318.0
6170,1.6,6,Gasoline,28.9,37.7,301.0
